,listing_id,date,available,price,adjusted_price,minimum_nights,maximum_nights
365,31388,2019-06-25,t,$220.00,$220.00,2,730
366,31388,2019-06-26,t,$220.00,$220.00,2,730
367,31388,2019-06-27,t,$220.00,$220.00,2,730
368,31388,2019-06-28,t,$290.00,$290.00,2,730
369,31388,2019-06-29,t,$290.00,$290.00,2,730
370,31388,2019-06-30,t,$220.00,$220.00,2,730
731,1285201,2019-06-25,t,$408.00,$326.00,2,365
732,1285201,2019-06-26,t,$408.00,$326.00,2,365
733,1285201,2019-06-27,t,$408.00,$326.00,2,365
734,1285201,2019-06-28,t,$448.00,$448.00,2,365
735,1285201,2019-06-29,t,$448.00,$448.00,2,365
736,1285201,2019-06-30,t,$408.00,$408.00,4,365
1853,258872,2019-06-25,t,$150.00,$150.00,2,365
1854,258872,2019-06-26,t,$150.00,$150.00,2,365
3374,97632,2019-06-25,t,$65.00,$65.00,1,29
4020,97632,2019-06-26,t,$65.00,$65.00,1,29
4021,97632,2019-06-27,t,$65.00,$65.00,1,29
4558,113019,2019-06-25,t,$99.00,$99.00,2,365
4732,113019,2019-06-26,t,$99.00,$99.00,2,365
4733,113019,2019-06-27,t,$189.00,$189.00,2,365
4734,113019,2019-06-28,t,$259.00,$259.00,3,365
4735,113019,2019-06-29,t,$279.00,$279.00,3,365
4736,113019,2019-06-30,t,$109.00,$109.00,2,365
5001,1324272,2019-06-26,t,$350.00,$350.00,31,1125
5002,1324272,2019-06-27,t,$350.00,$350.00,31,1125
5664,405623,2019-06-26,t,$90.00,$90.00,1,1125
5665,405623,2019-06-27,t,$90.00,$90.00,1,1125
5666,405623,2019-06-28,t,$100.00,$100.00,1,1125
5667,405623,2019-06-29,t,$100.00,$100.00,1,1125
5668,405623,2019-06-30,t,$90.00,$90.00,1,1125
6432,426562,2019-06-25,t,$198.00,$139.00,2,365
6433,426562,2019-06-26,t,$198.00,$139.00,2,365
6573,114140,2019-06-25,t,$119.00,$119.00,2,730
6611,114140,2019-06-26,t,$119.00,$119.00,2,730
6639,1364502,2019-06-28,t,$68.00,$68.00,3,60
6640,1364502,2019-06-29,t,$70.00,$70.00,3,60
6641,1364502,2019-06-30,t,$73.00,$73.00,3,60
7540,1375150,2019-06-25,t,$219.00,$219.00,3,1125
7541,1375150,2019-06-26,t,$219.00,$219.00,3,1125
7542,1375150,2019-06-27,t,$219.00,$219.00,3,1125
7543,1375150,2019-06-28,t,$279.00,$279.00,3,1125
7544,1375150,2019-06-29,t,$279.00,$279.00,3,1125
7545,1375150,2019-06-30,t,$219.00,$219.00,3,1125
7975,137104,2019-06-25,t,"$1,900.00","$1,900.00",2,30
8086,137104,2019-06-26,t,"$1,900.00","$1,900.00",2,30
8087,137104,2019-06-27,t,"$1,900.00","$1,900.00",2,30
8088,137104,2019-06-28,t,"$1,900.00","$1,900.00",2,30
8089,137104,2019-06-29,t,"$1,900.00","$1,900.00",2,30
8090,137104,2019-06-30,t,"$1,900.00","$1,900.00",2,30
8619,548524,2019-06-30,t,$172.00,$155.00,2,1125
9202,143096,2019-06-26,t,$150.00,$150.00,2,730
9206,143096,2019-06-30,t,$150.00,$150.00,2,730
10755,1484286,2019-06-26,t,$85.00,$85.00,4,365
10756,1484286,2019-06-27,t,$85.00,$85.00,4,365
12327,601124,2019-06-30,t,$140.00,$140.00,3,7
13175,635548,2019-06-25,t,$37.00,$37.00,2,7
13176,635548,2019-06-26,t,$37.00,$37.00,2,7
13177,635548,2019-06-27,t,$37.00,$37.00,2,7
13178,635548,2019-06-28,t,$39.00,$39.00,2,7
13179,635548,2019-06-29,t,$39.00,$39.00,2,7
13277,635548,2019-06-30,t,$37.00,$37.00,2,7
13744,639353,2019-06-25,t,$119.00,$119.00,2,365
13745,639353,2019-06-26,t,$119.00,$119.00,2,365
13746,639353,2019-06-27,t,$219.00,$219.00,2,365
13747,639353,2019-06-28,t,$289.00,$289.00,3,365
13748,639353,2019-06-29,t,$299.00,$299.00,3,365
13749,639353,2019-06-30,t,$119.00,$119.00,2,365
14828,640625,2019-06-28,t,$259.00,$259.00,3,1125
14829,640625,2019-06-29,t,$279.00,$279.00,3,1125
14830,640625,2019-06-30,t,$109.00,$109.00,2,1125
15417,642588,2019-06-26,t,$352.00,$352.00,3,1125
15421,642588,2019-06-30,t,$379.00,$379.00,3,1125
15623,1508532,2019-06-30,t,$175.00,$175.00,1,1125
17620,1525633,2019-06-25,t,$49.00,$49.00,1,1125
17621,1525633,2019-06-26,t,$49.00,$49.00,1,1125
17622,1525633,2019-06-27,t,$49.00,$49.00,1,1125
17623,1525633,2019-06-28,t,$52.00,$52.00,1,1125
17624,1525633,2019-06-29,t,$52.00,$52.00,1,1125
17625,1525633,2019-06-30,t,$49.00,$49.00,1,1125
17738,653387,2019-06-25,t,$109.00,$109.00,3,1125
17739,653387,2019-06-26,t,$109.00,$109.00,3,1125
17740,653387,2019-06-27,t,$109.00,$109.00,3,1125
17741,653387,2019-06-28,t,$129.00,$129.00,3,1125
17742,653387,2019-06-29,t,$129.00,$129.00,3,1125
17743,653387,2019-06-30,t,$109.00,$109.00,3,1125
19038,243305,2019-06-27,t,$190.00,$190.00,7,7
19039,243305,2019-06-28,t,$190.00,$190.00,7,7
19040,243305,2019-06-29,t,$190.00,$190.00,7,7
19041,243305,2019-06-30,t,$190.00,$190.00,7,7
19500,682065,2019-06-25,t,$152.00,$152.00,3,999
19501,682065,2019-06-26,t,$152.00,$152.00,3,999
19897,2462269,2019-06-25,t,$119.00,$119.00,4,1125
20032,2462269,2019-06-26,t,$119.00,$119.00,4,1125
20036,2462269,2019-06-30,t,$119.00,$119.00,4,1125
20725,1557409,2019-06-25,t,$159.00,$159.00,2,1125
21588,1619640,2019-06-25,t,$725.00,$616.00,3,365
21589,1619640,2019-06-26,t,$725.00,$616.00,3,365
21590,1619640,2019-06-27,t,$725.00,$616.00,3,365
21591,1619640,2019-06-28,t,$875.00,$744.00,3,365
21592,1619640,2019-06-29,t,$875.00,$744.00,3,365
21593,1619640,2019-06-30,t,$875.00,$744.00,3,365
21695,695893,2019-06-25,t,$300.00,$300.00,1,5
21696,695893,2019-06-26,t,$300.00,$300.00,1,5
21697,695893,2019-06-27,t,$300.00,$300.00,1,5
21698,695893,2019-06-28,t,$325.00,$325.00,1,5
21699,695893,2019-06-29,t,$325.00,$325.00,1,5
21700,695893,2019-06-30,t,$300.00,$300.00,1,5
22959,1665528,2019-06-25,t,$269.00,$269.00,2,1125
22960,1665528,2019-06-26,t,$269.00,$269.00,2,1125
22961,1665528,2019-06-27,t,$269.00,$269.00,2,1125
22962,1665528,2019-06-28,t,$349.00,$349.00,2,1125
22963,1665528,2019-06-29,t,$399.00,$399.00,2,1125
22964,1665528,2019-06-30,t,$399.00,$399.00,2,1125
23492,707573,2019-06-25,t,$352.00,$352.00,3,1125
23493,707573,2019-06-26,t,$352.00,$352.00,3,1125
23497,707573,2019-06-30,t,$379.00,$379.00,3,1125
23818,2510300,2019-06-25,t,$30.00,$30.00,2,7
23976,2510300,2019-06-26,t,$30.00,$30.00,2,7
23977,2510300,2019-06-27,t,$30.00,$30.00,2,7
23978,2510300,2019-06-28,t,$30.00,$30.00,2,7
23979,2510300,2019-06-29,t,$30.00,$30.00,2,7
23980,2510300,2019-06-30,t,$30.00,$30.00,2,7
24132,1670907,2019-06-30,t,$147.00,$147.00,3,28
24686,1671055,2019-06-30,t,$165.00,$165.00,3,28
25436,2555499,2019-06-25,t,$375.00,$364.00,2,180
25522,2555499,2019-06-26,t,$375.00,$364.00,2,180
25523,2555499,2019-06-27,t,$375.00,$364.00,2,180
25524,2555499,2019-06-28,t,$375.00,$364.00,2,180
25525,2555499,2019-06-29,t,$375.00,$364.00,2,180
25526,2555499,2019-06-30,t,$375.00,$364.00,2,180
26047,736193,2019-06-25,t,$81.00,$81.00,31,366
26048,736193,2019-06-26,t,$81.00,$81.00,31,366
26049,736193,2019-06-27,t,$81.00,$81.00,31,366
26050,736193,2019-06-28,t,$81.00,$81.00,31,366
26051,736193,2019-06-29,t,$81.00,$81.00,31,366
26052,736193,2019-06-30,t,$81.00,$81.00,31,366
26976,2557252,2019-06-25,t,$159.00,$159.00,3,1125
27285,1708130,2019-06-30,t,$150.00,$150.00,3,1125
27332,2557252,2019-06-26,t,$159.00,$159.00,3,1125
27333,2557252,2019-06-27,t,$159.00,$159.00,3,1125
27442,2557252,2019-06-29,t,$210.00,$210.00,3,1125
27443,2557252,2019-06-30,t,$159.00,$159.00,3,1125
27819,801816,2019-06-30,t,$39.00,$39.00,2,7
28286,1725160,2019-06-28,t,$257.00,$257.00,3,7
28287,1725160,2019-06-29,t,$257.00,$257.00,3,7
28288,1725160,2019-06-30,t,$257.00,$257.00,3,7
28532,805861,2019-06-27,t,$30.00,$30.00,1,1125
28533,805861,2019-06-28,t,$30.00,$30.00,1,1125
28535,805861,2019-06-30,t,$30.00,$30.00,1,1125
29569,836705,2019-06-28,t,$79.00,$79.00,1,1125
29571,836705,2019-06-30,t,$79.00,$79.00,1,1125
30155,846722,2019-06-25,t,$249.00,$249.00,1,5
30156,846722,2019-06-26,t,$249.00,$249.00,1,5
30157,846722,2019-06-27,t,$249.00,$249.00,1,5
30158,846722,2019-06-28,t,$269.00,$269.00,1,5
30159,846722,2019-06-29,t,$269.00,$269.00,1,5
30160,846722,2019-06-30,t,$249.00,$249.00,1,5
30935,1750734,2019-06-30,t,$50.00,$50.00,30,1125
31017,2635046,2019-06-27,t,$169.00,$169.00,3,10
31018,2635046,2019-06-28,t,$189.00,$189.00,3,10
31019,2635046,2019-06-29,t,$189.00,$189.00,3,10
31020,2635046,2019-06-30,t,$169.00,$169.00,3,10
31435,850029,2019-06-27,t,$325.00,$325.00,2,7
31436,850029,2019-06-28,t,$395.00,$395.00,2,7
31437,850029,2019-06-29,t,$395.00,$395.00,2,7
31762,1755476,2019-06-26,t,$99.00,$99.00,2,365
32195,850138,2019-06-25,t,$189.00,$189.00,3,7
32196,850138,2019-06-26,t,$189.00,$189.00,3,7
32197,850138,2019-06-27,t,$189.00,$189.00,3,7
32198,850138,2019-06-28,t,$209.00,$209.00,3,7
32199,850138,2019-06-29,t,$209.00,$209.00,3,7
32200,850138,2019-06-30,t,$189.00,$189.00,3,7
32678,1779137,2019-06-28,t,$175.00,$158.00,1,31
33186,853398,2019-06-26,t,$40.00,$40.00,2,7
33187,853398,2019-06-27,t,$40.00,$40.00,2,7
33188,853398,2019-06-28,t,$40.00,$40.00,2,7
33189,853398,2019-06-29,t,$45.00,$45.00,2,7
33190,853398,2019-06-30,t,$40.00,$40.00,2,7
34640,1789923,2019-06-28,t,$50.00,$50.00,4,60
34641,1789923,2019-06-29,t,$50.00,$50.00,4,60
34642,1789923,2019-06-30,t,$50.00,$50.00,4,60
35762,880433,2019-06-26,t,$352.00,$352.00,3,1125
35766,880433,2019-06-30,t,$379.00,$379.00,3,1125
36163,1802110,2019-06-25,t,$15.00,$15.00,2,180
36164,1802110,2019-06-26,t,$16.00,$16.00,2,180
36165,1802110,2019-06-27,t,$15.00,$15.00,2,180
36166,1802110,2019-06-28,t,$16.00,$16.00,2,180
37186,2657543,2019-06-25,t,$195.00,$195.00,2,1125
37234,1815600,2019-06-25,t,$159.00,$159.00,2,1125
37235,1815600,2019-06-26,t,$159.00,$159.00,2,1125
37236,1815600,2019-06-27,t,$159.00,$159.00,2,1125
37274,2657543,2019-06-26,t,$195.00,$195.00,2,1125
37275,2657543,2019-06-27,t,$195.00,$195.00,2,1125
37276,2657543,2019-06-28,t,$220.00,$220.00,2,1125
37932,889457,2019-06-25,t,$199.00,$199.00,2,1125
37933,889457,2019-06-26,t,$139.00,$139.00,2,1125
37934,889457,2019-06-27,t,$139.00,$139.00,2,1125
37935,889457,2019-06-28,t,$199.00,$199.00,2,1125
37936,889457,2019-06-29,t,$219.00,$219.00,2,1125
37937,889457,2019-06-30,t,$129.00,$129.00,2,1125
38975,1823142,2019-06-25,t,$210.00,$210.00,3,180
38976,1823142,2019-06-26,t,$210.00,$210.00,3,180
38977,1823142,2019-06-27,t,$210.00,$210.00,3,180
38978,1823142,2019-06-28,t,$279.00,$279.00,3,180
38979,1823142,2019-06-29,t,$279.00,$279.00,3,180
38980,1823142,2019-06-30,t,$210.00,$210.00,3,180
39533,1847338,2019-06-25,t,$90.00,$90.00,30,1125
39534,1847338,2019-06-26,t,$90.00,$90.00,30,1125
39535,1847338,2019-06-27,t,$90.00,$90.00,30,1125
39536,1847338,2019-06-28,t,$100.00,$100.00,30,1125
39537,1847338,2019-06-29,t,$100.00,$100.00,30,1125
39538,1847338,2019-06-30,t,$90.00,$90.00,30,1125
40416,1925025,2019-06-26,t,$25.00,$25.00,30,180
40417,1925025,2019-06-27,t,$25.00,$25.00,30,180
40418,1925025,2019-06-28,t,$25.00,$25.00,30,180
40419,1925025,2019-06-29,t,$25.00,$25.00,30,180
40420,1925025,2019-06-30,t,$25.00,$25.00,30,180
41013,2709980,2019-06-25,t,$398.00,$398.00,2,1125
41358,908280,2019-06-30,t,$89.00,$89.00,1,1125
41366,2709980,2019-06-26,t,$398.00,$398.00,2,1125
41370,2709980,2019-06-30,t,$398.00,$398.00,2,1125
42164,1971013,2019-06-25,t,$158.00,$158.00,15,90
42165,1971013,2019-06-26,t,$158.00,$158.00,15,90
42167,1971013,2019-06-28,t,$210.00,$210.00,15,90
43046,913131,2019-06-25,t,$55.00,$55.00,3,3
43047,913131,2019-06-26,t,$55.00,$55.00,3,3
43048,913131,2019-06-27,t,$55.00,$55.00,3,3
43049,913131,2019-06-28,t,$75.00,$75.00,3,3
43050,913131,2019-06-29,t,$75.00,$75.00,3,3
43051,913131,2019-06-30,t,$55.00,$55.00,3,3
43133,1971546,2019-06-25,t,$159.00,$159.00,2,1125
43134,1971546,2019-06-26,t,$159.00,$159.00,2,1125
43135,1971546,2019-06-27,t,$159.00,$159.00,2,1125
43136,1971546,2019-06-28,t,$199.00,$199.00,2,1125
43137,1971546,2019-06-29,t,$199.00,$199.00,2,1125
43138,1971546,2019-06-30,t,$159.00,$159.00,2,1125
45303,945060,2019-06-25,t,$172.00,$172.00,3,90
45304,945060,2019-06-26,t,$172.00,$172.00,3,90
45308,945060,2019-06-30,t,$250.00,$250.00,3,90
45668,946044,2019-06-25,t,$298.00,$298.00,14,365
45669,946044,2019-06-26,t,$298.00,$298.00,14,365
45670,946044,2019-06-27,t,$298.00,$298.00,14,365
45671,946044,2019-06-28,t,$298.00,$298.00,14,365
45672,946044,2019-06-29,t,$298.00,$298.00,14,365
45673,946044,2019-06-30,t,$298.00,$298.00,14,365
47244,2084214,2019-06-25,t,$129.00,$129.00,31,365
47245,2084214,2019-06-26,t,$129.00,$129.00,31,365
47246,2084214,2019-06-27,t,$129.00,$129.00,31,365
47247,2084214,2019-06-28,t,$199.00,$199.00,31,365
47248,2084214,2019-06-29,t,$199.00,$199.00,31,365
47249,2084214,2019-06-30,t,$129.00,$129.00,31,365
48598,990285,2019-06-30,t,$421.00,$421.00,31,1000
48959,1026655,2019-06-26,t,$100.00,$100.00,60,186
48960,1026655,2019-06-27,t,$100.00,$100.00,60,186
49404,2097048,2019-06-25,t,$77.00,$77.00,1,1000
49769,2102455,2019-06-25,t,$110.00,$110.00,2,1125
49772,2102455,2019-06-28,t,$130.00,$130.00,2,1125
50941,1073155,2019-06-25,t,$122.00,$122.00,2,1125
50942,1073155,2019-06-26,t,$122.00,$122.00,2,1125
50943,1073155,2019-06-27,t,$122.00,$122.00,2,1125
50946,1073155,2019-06-30,t,$145.00,$145.00,2,1125
51307,1074390,2019-06-26,t,$352.00,$352.00,3,1125
51311,1074390,2019-06-30,t,$379.00,$379.00,3,1125
52609,2113598,2019-06-25,t,$159.00,$159.00,3,1125
52610,2113598,2019-06-26,t,$159.00,$159.00,3,1125
52611,2113598,2019-06-27,t,$159.00,$159.00,3,1125
52613,2113598,2019-06-29,t,$210.00,$210.00,3,1125
52614,2113598,2019-06-30,t,$159.00,$159.00,3,1125
53339,2113637,2019-06-25,t,$139.00,$139.00,3,1125
53340,2113637,2019-06-26,t,$139.00,$139.00,3,1125
53341,2113637,2019-06-27,t,$139.00,$139.00,3,1125
53342,2113637,2019-06-28,t,$187.00,$187.00,3,1125
53787,1113286,2019-06-27,t,$499.00,$499.00,1,10
53788,1113286,2019-06-28,t,$499.00,$499.00,1,10
53789,1113286,2019-06-29,t,$499.00,$499.00,1,10
53790,1113286,2019-06-30,t,$499.00,$499.00,1,10
54515,1230380,2019-06-25,t,$182.00,$182.00,3,28
54516,1230380,2019-06-26,t,$182.00,$182.00,3,28
54517,1230380,2019-06-27,t,$182.00,$182.00,3,28
54520,1230380,2019-06-30,t,$182.00,$182.00,3,28
55016,2160466,2019-06-27,t,$45.00,$45.00,2,60
56210,1230517,2019-06-25,t,$154.00,$154.00,3,28
56211,1230517,2019-06-26,t,$154.00,$154.00,3,28
56212,1230517,2019-06-27,t,$154.00,$154.00,3,28
56215,1230517,2019-06-30,t,$154.00,$154.00,3,28
56575,1234998,2019-06-25,t,$45.00,$45.00,31,90
56576,1234998,2019-06-26,t,$45.00,$45.00,31,90
56577,1234998,2019-06-27,t,$45.00,$45.00,31,90
56578,1234998,2019-06-28,t,$45.00,$45.00,31,90
56579,1234998,2019-06-29,t,$45.00,$45.00,31,90
56580,1234998,2019-06-30,t,$45.00,$45.00,31,90
56940,1240827,2019-06-25,t,$300.00,$300.00,7,28
56941,1240827,2019-06-26,t,$300.00,$300.00,7,28
56942,1240827,2019-06-27,t,$300.00,$300.00,7,28
56943,1240827,2019-06-28,t,$300.00,$300.00,7,28
56944,1240827,2019-06-29,t,$300.00,$300.00,7,28
56945,1240827,2019-06-30,t,$300.00,$300.00,7,28
57080,2243737,2019-06-25,t,$169.00,$169.00,2,1125
57081,2243737,2019-06-26,t,$169.00,$169.00,2,1125
57082,2243737,2019-06-27,t,$169.00,$169.00,2,1125
57085,2243737,2019-06-30,t,$185.00,$185.00,2,1125
57446,2262891,2019-06-25,t,$223.00,$223.00,3,999
57447,2262891,2019-06-26,t,$223.00,$223.00,3,999
57947,1251427,2019-06-25,t,$176.00,$176.00,3,28
57948,1251427,2019-06-26,t,$176.00,$176.00,3,28
57952,1251427,2019-06-30,t,$176.00,$176.00,3,28
58166,2315691,2019-06-25,t,$64.00,$64.00,1,1125
58167,2315691,2019-06-26,t,$65.00,$65.00,1,1125
58168,2315691,2019-06-27,t,$65.00,$65.00,1,1125
58169,2315691,2019-06-28,t,$83.00,$83.00,1,1125
58170,2315691,2019-06-29,t,$91.00,$91.00,1,1125
58171,2315691,2019-06-30,t,$80.00,$80.00,1,1125
59440,1251545,2019-06-25,t,$204.00,$204.00,3,28
59441,1251545,2019-06-26,t,$204.00,$204.00,3,28
59442,1251545,2019-06-27,t,$204.00,$204.00,3,28
59445,1251545,2019-06-30,t,$204.00,$204.00,3,28
59832,1264372,2019-06-25,t,$159.00,$159.00,3,30
59833,1264372,2019-06-26,t,$160.00,$160.00,3,30
59834,1264372,2019-06-27,t,$178.00,$178.00,3,30
59835,1264372,2019-06-28,t,$195.00,$195.00,3,30
59836,1264372,2019-06-29,t,$195.00,$195.00,3,30
59837,1264372,2019-06-30,t,$195.00,$195.00,3,30
60718,2352088,2019-06-25,t,$300.00,$300.00,100,1125
60719,2352088,2019-06-26,t,$300.00,$300.00,100,1125
60720,2352088,2019-06-27,t,$300.00,$300.00,100,1125
60721,2352088,2019-06-28,t,$300.00,$300.00,100,1125
60722,2352088,2019-06-29,t,$300.00,$300.00,100,1125
60723,2352088,2019-06-30,t,$300.00,$300.00,100,1125
61083,2353289,2019-06-25,t,$175.00,$170.00,1,180
61084,2353289,2019-06-26,t,$175.00,$170.00,1,180
61085,2353289,2019-06-27,t,$175.00,$170.00,1,180
61086,2353289,2019-06-28,t,$175.00,$170.00,1,180
61087,2353289,2019-06-29,t,$175.00,$170.00,1,180
61088,2353289,2019-06-30,t,$175.00,$170.00,1,180
61448,2370827,2019-06-25,t,$80.00,$80.00,1,1125
61449,2370827,2019-06-26,t,$81.00,$81.00,1,1125
61450,2370827,2019-06-27,t,$81.00,$81.00,1,1125
61451,2370827,2019-06-28,t,$97.00,$97.00,1,1125
61452,2370827,2019-06-29,t,$103.00,$103.00,1,1125
61453,2370827,2019-06-30,t,$82.00,$82.00,1,1125
61946,3780997,2019-06-25,t,$67.00,$67.00,90,730
61947,3780997,2019-06-26,t,$67.00,$67.00,90,730
61948,3780997,2019-06-27,t,$67.00,$67.00,90,730
61949,3780997,2019-06-28,t,$67.00,$67.00,90,730
61950,3780997,2019-06-29,t,$67.00,$67.00,90,730
61951,3780997,2019-06-30,t,$67.00,$67.00,90,730
62676,3788204,2019-06-25,t,$195.00,$195.00,2,180
62677,3788204,2019-06-26,t,$195.00,$195.00,2,180
62678,3788204,2019-06-27,t,$195.00,$195.00,2,180
62679,3788204,2019-06-28,t,$195.00,$195.00,2,180
62680,3788204,2019-06-29,t,$195.00,$195.00,2,180
62681,3788204,2019-06-30,t,$125.00,$125.00,2,180
64326,2457970,2019-06-25,t,$350.00,$350.00,1,1125
64327,2457970,2019-06-26,t,$350.00,$350.00,1,1125
64328,2457970,2019-06-27,t,$350.00,$350.00,1,1125
64329,2457970,2019-06-28,t,$360.00,$360.00,1,1125
64330,2457970,2019-06-29,t,$360.00,$360.00,1,1125
64331,2457970,2019-06-30,t,$350.00,$350.00,1,1125
65314,2793396,2019-06-27,t,$95.00,$95.00,2,1125
65315,2793396,2019-06-28,t,$190.00,$190.00,2,1125
65316,2793396,2019-06-29,t,$190.00,$190.00,2,1125
65317,2793396,2019-06-30,t,$100.00,$100.00,2,1125
65550,3793926,2019-06-25,t,$99.00,$99.00,365,1125
65551,3793926,2019-06-26,t,$99.00,$99.00,365,1125
65552,3793926,2019-06-27,t,$99.00,$99.00,365,1125
65553,3793926,2019-06-28,t,$99.00,$99.00,365,1125
65554,3793926,2019-06-29,t,$99.00,$99.00,365,1125
65555,3793926,2019-06-30,t,$99.00,$99.00,365,1125
65918,3801532,2019-06-28,t,$300.00,$300.00,31,1125
65919,3801532,2019-06-29,t,$300.00,$300.00,31,1125
65920,3801532,2019-06-30,t,$200.00,$200.00,31,1125
67296,4802618,2019-06-25,t,$59.00,$59.00,3,1125
68365,3818113,2019-06-27,t,$177.00,$177.00,1,7
68367,3818113,2019-06-29,t,$277.00,$277.00,1,7
68368,3818113,2019-06-30,t,$128.00,$128.00,1,7
69312,3905729,2019-06-30,t,$240.00,$240.00,4,1125
71042,4834182,2019-06-25,t,$79.00,$71.00,1,1125
71136,3925611,2019-06-25,t,$195.00,$185.00,1,90
71137,3925611,2019-06-26,t,$195.00,$185.00,1,90
71138,3925611,2019-06-27,t,$195.00,$195.00,1,90
71139,3925611,2019-06-28,t,$195.00,$195.00,1,90
71140,3925611,2019-06-29,t,$255.00,$255.00,1,90
71141,3925611,2019-06-30,t,$195.00,$195.00,1,90
71546,2831126,2019-06-27,t,$59.00,$59.00,1,1125
71722,3925782,2019-06-25,t,$195.00,$185.00,1,90
71723,3925782,2019-06-26,t,$195.00,$185.00,1,90
71724,3925782,2019-06-27,t,$195.00,$195.00,1,90
71725,3925782,2019-06-28,t,$195.00,$195.00,1,90
71726,3925782,2019-06-29,t,$255.00,$255.00,1,90
71727,3925782,2019-06-30,t,$195.00,$195.00,1,90
72087,3939389,2019-06-25,t,$140.00,$140.00,2,7
72088,3939389,2019-06-26,t,$161.00,$161.00,2,7
72089,3939389,2019-06-27,t,$224.00,$224.00,2,7
72090,3939389,2019-06-28,t,$402.00,$402.00,2,7
72091,3939389,2019-06-29,t,$415.00,$415.00,2,7
72092,3939389,2019-06-30,t,$264.00,$264.00,2,7
73927,4875043,2019-06-25,t,$159.00,$159.00,3,1125
73928,4875043,2019-06-26,t,$159.00,$159.00,3,1125
73929,4875043,2019-06-27,t,$159.00,$159.00,3,1125
73931,4875043,2019-06-29,t,$210.00,$210.00,3,1125
73932,4875043,2019-06-30,t,$159.00,$159.00,3,1125
74518,3979700,2019-06-26,t,$55.00,$55.00,2,20
74519,3979700,2019-06-27,t,$55.00,$55.00,2,20
74520,3979700,2019-06-28,t,$55.00,$55.00,2,20
74521,3979700,2019-06-29,t,$55.00,$55.00,2,20
74522,3979700,2019-06-30,t,$55.00,$55.00,2,20
75685,4890827,2019-06-28,t,$139.00,$139.00,5,7
75686,4890827,2019-06-29,t,$139.00,$139.00,5,7
75687,4890827,2019-06-30,t,$139.00,$139.00,5,7
75813,2875414,2019-06-26,t,$140.00,$140.00,31,1125
76076,4910102,2019-06-26,t,$115.00,$115.00,3,1200
76077,4910102,2019-06-27,t,$130.00,$130.00,3,1200
76078,4910102,2019-06-28,t,$130.00,$130.00,3,1200
76079,4910102,2019-06-29,t,$149.00,$149.00,3,1200
76080,4910102,2019-06-30,t,$149.00,$149.00,3,1200
76825,4040759,2019-06-26,t,$499.00,$499.00,2,10
76826,4040759,2019-06-27,t,$499.00,$499.00,2,10
76827,4040759,2019-06-28,t,$499.00,$499.00,2,10
76828,4040759,2019-06-29,t,$499.00,$499.00,2,10
76829,4040759,2019-06-30,t,$499.00,$499.00,2,10
78085,4928155,2019-06-25,t,$219.00,$219.00,1,1125
78086,4928155,2019-06-26,t,$219.00,$219.00,1,1125
78087,4928155,2019-06-27,t,$219.00,$219.00,1,1125
78088,4928155,2019-06-28,t,$268.00,$268.00,1,1125
78089,4928155,2019-06-29,t,$268.00,$268.00,1,1125
78090,4928155,2019-06-30,t,$219.00,$219.00,1,1125
78450,4932551,2019-06-25,t,$375.00,$375.00,1,1125
78451,4932551,2019-06-26,t,$375.00,$375.00,1,1125
78452,4932551,2019-06-27,t,$375.00,$375.00,1,1125
78453,4932551,2019-06-28,t,$390.00,$390.00,1,1125
78454,4932551,2019-06-29,t,$390.00,$390.00,1,1125
78455,4932551,2019-06-30,t,$375.00,$375.00,1,1125
78815,4932852,2019-06-25,t,$159.00,$159.00,1,1125
78816,4932852,2019-06-26,t,$159.00,$159.00,1,1125
78817,4932852,2019-06-27,t,$159.00,$159.00,1,1125
78818,4932852,2019-06-28,t,$399.00,$399.00,1,1125
78819,4932852,2019-06-29,t,$399.00,$399.00,1,1125
78820,4932852,2019-06-30,t,$159.00,$159.00,1,1125
79180,4932908,2019-06-25,t,$365.00,$365.00,1,1125
79181,4932908,2019-06-26,t,$365.00,$365.00,1,1125
79182,4932908,2019-06-27,t,$365.00,$365.00,1,1125
79183,4932908,2019-06-28,t,$380.00,$380.00,1,1125
79184,4932908,2019-06-29,t,$380.00,$380.00,1,1125
79185,4932908,2019-06-30,t,$365.00,$365.00,1,1125
80219,4145427,2019-06-26,t,$78.00,$78.00,3,180
80220,4145427,2019-06-27,t,$78.00,$78.00,3,180
80221,4145427,2019-06-28,t,$78.00,$78.00,3,180
80222,4145427,2019-06-29,t,$78.00,$78.00,3,180
80223,4145427,2019-06-30,t,$78.00,$78.00,3,180
80583,4933224,2019-06-25,t,$158.00,$158.00,1,1125
80584,4933224,2019-06-26,t,$158.00,$158.00,1,1125
80585,4933224,2019-06-27,t,$158.00,$158.00,1,1125
80586,4933224,2019-06-28,t,$376.00,$376.00,1,1125
80587,4933224,2019-06-29,t,$376.00,$376.00,1,1125
80588,4933224,2019-06-30,t,$158.00,$158.00,1,1125
81578,4943522,2019-06-25,t,$135.00,$135.00,3,1125
81579,4943522,2019-06-26,t,$143.00,$143.00,3,1125
82204,4171500,2019-06-25,t,$270.00,$270.00,2,1125
82205,4171500,2019-06-26,t,$270.00,$270.00,2,1125
82206,4171500,2019-06-27,t,$270.00,$270.00,2,1125
82207,4171500,2019-06-28,t,$325.00,$325.00,2,1125
82208,4171500,2019-06-29,t,$325.00,$325.00,2,1125
